seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
1750,Ar-Ra‘d,43,Ar-Ra‘d:43,3,Bagaimana peran orang yang menguasai ilmu Al-Kitab dalam konteks ini?,568,119,687
1750,Ar-Ra‘d,43,Ar-Ra‘d:43,4,Siapa yang dimaksud dengan penyampai kebenaran dalam tafsir ini?,568,119,687
1750,Ar-Ra‘d,43,Ar-Ra‘d:43,5,Apa makna dari 'cukup Allah sebagai saksi' dalam penjelasan ini?,568,119,687
1751,Ibrāhīm,1,Ibrāhīm:1,1,Apa tujuan Allah menurunkan Al-Qur'an kepada Nabi Muhammad?,594,95,689
1751,Ibrāhīm,1,Ibrāhīm:1,2,Mengapa manusia perlu keluar dari kegelapan menuju cahaya?,594,95,689
1751,Ibrāhīm,1,Ibrāhīm:1,3,Bagaimana Al-Qur'an mengajak manusia menuju cahaya tauhid?,594,95,689
1751,Ibrāhīm,1,Ibrāhīm:1,4,Siapa yang menjadi saksi atas kebenaran risalah Nabi Muhammad?,594,95,689
1751,Ibrāhīm,1,Ibrāhīm:1,5,Apa peran izin Allah dalam proses menuju cahaya?,594,95,689
1752,Ibrāhīm,2,Ibrāhīm:2,1,Apa yang dimiliki oleh Allah Yang Mahaperkasa menurut teks ini?,514,111,625
1752,Ibrāhīm,2,Ibrāhīm:2,2,Mengapa masih banyak orang yang mengingkari bukti-bukti tentang Allah?,514,111,625
1752,Ibrāhīm,2,Ibrāhīm:2,3,Bagaimana konsekuensi bagi orang yang ingkar kepada Tuhan?,514,111,625
1752,Ibrāhīm,2,Ibrāhīm:2,4,Siapa yang akan mendapat siksaan berat berdasarkan penjelasan ini?,514,111,625
1752,Ibrāhīm,2,Ibrāhīm:2,5,Apa saja bukti-bukti yang disebutkan tentang wujud dan kekuasaan Allah?,514,111,625
1753,Ibrāhīm,3,Ibrāhīm:3,1,Apa ciri-ciri orang yang ingkar menurut tafsir ini?,517,117,634
1753,Ibrāhīm,3,Ibrāhīm:3,2,Mengapa mereka lebih memilih kehidupan dunia daripada akhirat?,517,117,634
1753,Ibrāhīm,3,Ibrāhīm:3,3,Bagaimana cara mereka menghalangi orang lain dari jalan Allah?,517,117,634
1753,Ibrāhīm,3,Ibrāhīm:3,4,Apa akibat dari mengikuti hawa nafsu dalam beragama?,517,117,634
1753,Ibrāhīm,3,Ibrāhīm:3,5,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,517,117,634
1753,Ibrāhīm,3,Ibrāhīm:3,6,Bagaimana kita bisa menghindari kesesatan seperti yang disebutkan?,517,117,634
1754,Ibrāhīm,4,Ibrāhīm:4,1,Mengapa Allah mengutus rasul dengan bahasa kaumnya?,565,116,681
1754,Ibrāhīm,4,Ibrāhīm:4,2,Apa tujuan utama pengutusan rasul menurut teks tersebut?,565,116,681
1754,Ibrāhīm,4,Ibrāhīm:4,3,Bagaimana Allah menanggapi penjelasan yang diberikan rasul?,565,116,681
1754,Ibrāhīm,4,Ibrāhīm:4,4,Siapa yang akan mendapat petunjuk setelah penjelasan rasul?,565,116,681
1754,Ibrāhīm,4,Ibrāhīm:4,5,Mengapa ada orang yang disesatkan meski sudah ada penjelasan?,565,116,681
1754,Ibrāhīm,4,Ibrāhīm:4,6,Apa makna sifat 'Mahaperkasa lagi Mahabijaksana' dalam konteks ini?,565,116,681
1755,Ibrāhīm,5,Ibrāhīm:5,1,Siapa yang diutus kepada Bani Israil dengan membawa tanda-tanda?,591,118,709
1755,Ibrāhīm,5,Ibrāhīm:5,2,Mengapa Nabi Musa diperintahkan mengeluarkan kaumnya dari kegelapan?,591,118,709
1755,Ibrāhīm,5,Ibrāhīm:5,3,Apa yang dimaksud dengan hari-hari ketika Allah menurunkan nikmat dan azab?,591,118,709
1755,Ibrāhīm,5,Ibrāhīm:5,4,Bagaimana tanda-tanda kekuasaan Allah dapat terlihat?,591,118,709
1755,Ibrāhīm,5,Ibrāhīm:5,5,Siapa yang disebut sebagai penyabar dan bersyukur dalam teks ini?,591,118,709
1755,Ibrāhīm,5,Ibrāhīm:5,6,Apa tujuan diutusnya Nabi Musa menurut penjelasan ini?,591,118,709
1756,Ibrāhīm,6,Ibrāhīm:6,1,Apa yang diperintahkan Nabi Muhammad untuk disampaikan kepada kaumnya?,633,144,777
1756,Ibrāhīm,6,Ibrāhīm:6,2,Mengapa Bani Israil diselamatkan dari pengikut Fir'aun?,633,144,777
1756,Ibrāhīm,6,Ibrāhīm:6,3,Bagaimana cara pengikut Fir'aun menyiksa Bani Israil?,633,144,777
1756,Ibrāhīm,6,Ibrāhīm:6,4,Mengapa anak-anak laki-laki Bani Israil disembelih?,633,144,777
1756,Ibrāhīm,6,Ibrāhīm:6,5,Apa tujuan Allah memberikan cobaan besar kepada Bani Israil?,633,144,777
1756,Ibrāhīm,6,Ibrāhīm:6,6,Siapa yang dimaksud dengan 'hari-hari Allah' dalam kisah ini?,633,144,777
1756,Ibrāhīm,6,Ibrāhīm:6,7,Bagaimana sikap Bani Israil diuji setelah diselamatkan?,633,144,777
1757,Ibrāhīm,7,Ibrāhīm:7,1,Apa yang dimaksud dengan 'maklumat yang dikukuhkan' dalam konteks ini?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,2,Mengapa bersyukur dapat menambah nikmat dari Allah?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,3,Bagaimana cara bersyukur atas nikmat yang diberikan?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,4,Apa konsekuensi jika seseorang mengingkari nikmat Allah?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,5,Siapa yang dijanjikan tambahan nikmat dalam ayat ini?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,6,Kapan janji tambahan nikmat itu berlaku?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,7,Apa contoh nikmat yang bisa ditambah jika kita bersyukur?,519,140,659
1757,Ibrāhīm,7,Ibrāhīm:7,8,Mengapa azab Allah digambarkan sangat berat bagi yang ingkar?,519,140,659
1758,Ibrāhīm,8,Ibrāhīm:8,1,Apa maksud Allah Mahakaya dalam konteks ini?,514,102,616
1758,Ibrāhīm,8,Ibrāhīm:8,2,Mengapa kita harus bersyukur kepada Allah?,514,102,616
1758,Ibrāhīm,8,Ibrāhīm:8,3,Bagaimana sikap kita jika melihat orang yang mengingkari nikmat Allah?,514,102,616
1758,Ibrāhīm,8,Ibrāhīm:8,4,Siapa yang disebut dalam tafsir ini?,514,102,616
1758,Ibrāhīm,8,Ibrāhīm:8,5,Mengapa keingkaran manusia tidak mengurangi kekayaan Allah?,514,102,616
1758,Ibrāhīm,8,Ibrāhīm:8,6,Apa arti 'Maha Terpuji' dalam penjelasan ini?,514,102,616
1759,Ibrāhīm,9,Ibrāhīm:9,1,Apa maksud dari 'mengingkari nikmat Allah' dalam tafsir ini?,662,172,834
1759,Ibrāhīm,9,Ibrāhīm:9,2,"Mengapa Allah menyebutkan kisah kaum-kaum terdahulu seperti kaum Nuh, 'Ad, dan Samud?",662,172,834
1759,Ibrāhīm,9,Ibrāhīm:9,3,Bagaimana sikap orang-orang terdahulu ketika para rasul datang membawa bukti?,662,172,834
1759,Ibrāhīm,9,Ibrāhīm:9,4,Siapa saja yang disebutkan mengalami kebinasaan selain kaum Nabi Nuh?,662,172,834
1759,Ibrāhīm,9,Ibrāhīm:9,5,Mengapa mereka menolak ajakan beriman meski sudah ada bukti yang jelas?,662,172,834
1759,Ibrāhīm,9,Ibrāhīm:9,6,Apa yang dimaksud dengan 'keraguan yang menggelisahkan hati' dalam penolakan mereka?,662,172,834
1759,Ibrāhīm,9,Ibrāhīm:9,7,Bagaimana hubungan antara mengingkari nikmat dengan kisah azab kaum-kaum terdahulu?,662,172,834
1760,Ibrāhīm,10,Ibrāhīm:10,1,Apa yang ditanyakan oleh rasul-rasul kepada kaumnya tentang Allah?,675,147,822
1760,Ibrāhīm,10,Ibrāhīm:10,2,Mengapa kaum menolak ajakan rasul-rasul untuk bertauhid?,675,147,822
1760,Ibrāhīm,10,Ibrāhīm:10,3,Bagaimana kaum meminta bukti dari rasul-rasul bahwa mereka utusan Allah?,675,147,822
1760,Ibrāhīm,10,Ibrāhīm:10,4,Apa tujuan Allah menyeru manusia untuk beribadah hanya kepada-Nya?,675,147,822
1760,Ibrāhīm,10,Ibrāhīm:10,5,Siapa yang dianggap kaum sebagai penghalang dalam menyembah nenek moyang?,675,147,822
1760,Ibrāhīm,10,Ibrāhīm:10,6,Kapan Allah akan menangguhkan siksaan bagi manusia?,675,147,822
1760,Ibrāhīm,10,Ibrāhīm:10,7,Mengapa kaum meragukan keistimewaan rasul-rasul sebagai pembimbing?,675,147,822
1761,Ibrāhīm,11,Ibrāhīm:11,1,Mengapa orang kafir menganggap rasul harus bukan manusia biasa?,593,124,717
1761,Ibrāhīm,11,Ibrāhīm:11,2,Apa yang dikatakan para rasul untuk membantah pandangan keliru orang kafir?,593,124,717
1761,Ibrāhīm,11,Ibrāhīm:11,3,Mengapa para rasul tidak bisa mendatangkan bukti atas kuasa sendiri?,593,124,717
1761,Ibrāhīm,11,Ibrāhīm:11,4,Kepada siapa orang beriman seharusnya bertawakal?,593,124,717
1761,Ibrāhīm,11,Ibrāhīm:11,5,Bagaimana cara Allah memberikan karunia kepada hamba-Nya?,593,124,717
1761,Ibrāhīm,11,Ibrāhīm:11,6,Apa makna dari 'hanya kepada Allah saja hendaknya orang beriman berserah diri'?,593,124,717
1762,Ibrāhīm,12,Ibrāhīm:12,1,Apa yang dimaksud dengan bertawakal kepada Allah?,563,115,678
1762,Ibrāhīm,12,Ibrāhīm:12,2,Mengapa para rasul selalu bertawakal kepada Allah?,563,115,678
1762,Ibrāhīm,12,Ibrāhīm:12,3,Bagaimana cara bertawakal yang benar menurut teks ini?,563,115,678
1762,Ibrāhīm,12,Ibrāhīm:12,4,Apa manfaat bertawakal kepada Allah?,563,115,678
1762,Ibrāhīm,12,Ibrāhīm:12,5,Siapa yang dimaksud dengan 'kami' dalam teks ini?,563,115,678
1762,Ibrāhīm,12,Ibrāhīm:12,6,Mengapa orang yang bertawakal yakin akan pertolongan Allah?,563,115,678
1762,Ibrāhīm,12,Ibrāhīm:12,7,Bagaimana sikap yang seharusnya ketika menghadapi gangguan dari orang lain?,563,115,678
1763,Ibrāhīm,13,Ibrāhīm:13,1,Apa yang diucapkan kaum kafir kepada para rasul?,584,100,684
1763,Ibrāhīm,13,Ibrāhīm:13,2,Mengapa para rasul tetap istikamah meski diancam?,584,100,684
1763,Ibrāhīm,13,Ibrāhīm:13,3,Bagaimana Allah menolong para rasul?,584,100,684
1763,Ibrāhīm,13,Ibrāhīm:13,4,Siapa yang akan dibinasakan menurut wahyu Allah?,584,100,684
1763,Ibrāhīm,13,Ibrāhīm:13,5,Apa makna dari ancaman kaum kafir tersebut?,584,100,684
1763,Ibrāhīm,13,Ibrāhīm:13,6,Bagaimana sikap para rasul menghadapi tekanan dari kaumnya?,584,100,684
1764,Ibrāhīm,14,Ibrāhīm:14,1,Apa yang dimaksud dengan 'menempatkan kamu kembali' dalam tafsir ini?,525,143,668
1764,Ibrāhīm,14,Ibrāhīm:14,2,Mengapa Allah memberikan anugerah berupa penempatan kembali dan kekuasaan?,525,143,668
1764,Ibrāhīm,14,Ibrāhīm:14,3,Siapa yang dimaksud dengan 'orang kafir' yang akan dibinasakan?,525,143,668
1764,Ibrāhīm,14,Ibrāhīm:14,4,Bagaimana hubungan antara takut kepada Allah dengan anugerah yang diberikan?,525,143,668
1764,Ibrāhīm,14,Ibrāhīm:14,5,Kapan peristiwa penempatan kembali dan pembinasaan ini terjadi?,525,143,668
1764,Ibrāhīm,14,Ibrāhīm:14,6,Apa yang membuat seseorang termasuk dalam 'orang-orang yang takut' menurut tafsir ini?,525,143,668
1764,Ibrāhīm,14,Ibrāhīm:14,7,Mengapa ancaman dan azab Allah disebutkan dalam konteks ini?,525,143,668
1765,Ibrāhīm,15,Ibrāhīm:15,1,Apa janji Allah kepada orang kafir menurut tafsir ini?,530,124,654
1765,Ibrāhīm,15,Ibrāhīm:15,2,Mengapa para rasul memohon keberhasilan dakwah?,530,124,654
1765,Ibrāhīm,15,Ibrāhīm:15,3,Bagaimana Allah mengabulkan doa para rasul?,530,124,654
1765,Ibrāhīm,15,Ibrāhīm:15,4,Siapa yang binasa menurut penjelasan tafsir?,530,124,654
1765,Ibrāhīm,15,Ibrāhīm:15,5,Mengapa orang-orang itu disebut keras kepala?,530,124,654
1765,Ibrāhīm,15,Ibrāhīm:15,6,Apa yang dimaksud dengan berbuat sewenang-wenang dalam konteks ini?,530,124,654
1765,Ibrāhīm,15,Ibrāhīm:15,7,Bagaimana hubungan antara keesaan Allah dan ibadah dalam tafsir ini?,530,124,654
1766,Ibrāhīm,16,Ibrāhīm:16,1,Apa akibat bagi orang yang berbuat sewenang-wenang dan keras kepala?,490,132,622
1766,Ibrāhīm,16,Ibrāhīm:16,2,Mengapa orang yang sewenang-wenang akan dimasukkan ke neraka Jahanam?,490,132,622
1766,Ibrāhīm,16,Ibrāhīm:16,3,Bagaimana kondisi minuman yang diberikan kepada penghuni neraka?,490,132,622
1766,Ibrāhīm,16,Ibrāhīm:16,4,Siapa yang akan menerima hukuman air nanah di neraka?,490,132,622
1766,Ibrāhīm,16,Ibrāhīm:16,5,Apa yang dimaksud dengan air nanah dalam konteks neraka?,490,132,622
1766,Ibrāhīm,16,Ibrāhīm:16,6,Kapan hukuman ini akan diberikan kepada orang yang sewenang-wenang?,490,132,622
1767,Ibrāhīm,17,Ibrāhīm:17,1,Apa yang diteguk oleh orang tersebut?,534,95,629
1767,Ibrāhīm,17,Ibrāhīm:17,2,Mengapa dia hampir tidak bisa menelan air itu?,534,95,629
1767,Ibrāhīm,17,Ibrāhīm:17,3,Bagaimana kondisi azab yang dialaminya?,534,95,629
1767,Ibrāhīm,17,Ibrāhīm:17,4,Mengapa dia tidak diberi kesempatan untuk mati?,534,95,629
1767,Ibrāhīm,17,Ibrāhīm:17,5,Apa yang masih menunggunya di hadapan?,534,95,629
1767,Ibrāhīm,17,Ibrāhīm:17,6,Siapa yang mengalami azab ini?,534,95,629
1767,Ibrāhīm,17,Ibrāhīm:17,7,Kapan azab ini terjadi?,534,95,629
1768,Ibrāhīm,18,Ibrāhīm:18,1,Apa yang terjadi dengan amal baik orang kafir di sisi Allah?,612,121,733
1768,Ibrāhīm,18,Ibrāhīm:18,2,Mengapa amal baik orang kafir tidak mendapat pahala?,612,121,733
1768,Ibrāhīm,18,Ibrāhīm:18,3,Bagaimana perumpamaan amal baik orang kafir dalam tafsir ini?,612,121,733
1768,Ibrāhīm,18,Ibrāhīm:18,4,Apa akibat dari berbuat baik tanpa keimanan?,612,121,733
1768,Ibrāhīm,18,Ibrāhīm:18,5,Siapa yang dimaksud dengan orang yang ingkar kepada Tuhannya?,612,121,733
1768,Ibrāhīm,18,Ibrāhīm:18,6,Kapan amal baik bisa sia-sia menurut tafsir ini?,612,121,733
1769,Ibrāhīm,19,Ibrāhīm:19,1,Apa yang mudah bagi Allah menurut tafsir ini?,590,120,710
1769,Ibrāhīm,19,Ibrāhīm:19,2,Mengapa penciptaan langit dan bumi disebut sebagai bukti keesaan Allah?,590,120,710
1769,Ibrāhīm,19,Ibrāhīm:19,3,Bagaimana sikap yang seharusnya diambil manusia berdasarkan tafsir ini?,590,120,710
1769,Ibrāhīm,19,Ibrāhīm:19,4,Apa ancaman Allah kepada orang yang ingkar dan menyekutukan-Nya?,590,120,710
1769,Ibrāhīm,19,Ibrāhīm:19,5,Siapa yang bisa menjadi pengganti manusia jika Allah menghendaki?,590,120,710
1769,Ibrāhīm,19,Ibrāhīm:19,6,Mengapa Allah menciptakan segala sesuatu dengan keteraturan dan harmonis?,590,120,710
1770,Ibrāhīm,20,Ibrāhīm:20,1,Apa maksud dari 'menggantimu dengan makhluk yang lebih baik'?,461,112,573
1770,Ibrāhīm,20,Ibrāhīm:20,2,Mengapa Allah tidak merasa kesulitan untuk mengganti manusia?,461,112,573
1770,Ibrāhīm,20,Ibrāhīm:20,3,Bagaimana sifat Allah yang ditunjukkan dalam pernyataan ini?,461,112,573
1770,Ibrāhīm,20,Ibrāhīm:20,4,Siapa yang dimaksud dengan 'makhluk yang lebih sempurna'?,461,112,573
1770,Ibrāhīm,20,Ibrāhīm:20,5,Kapan Allah bisa mengganti manusia dengan makhluk lain?,461,112,573
1770,Ibrāhīm,20,Ibrāhīm:20,6,Apa pelajaran yang bisa diambil dari pernyataan ini untuk manusia?,461,112,573
1771,Ibrāhīm,21,Ibrāhīm:21,1,Apa yang terjadi setelah semua makhluk mati?,664,142,806
1771,Ibrāhīm,21,Ibrāhīm:21,2,Mengapa para pengikut orang kafir meminta pertolongan kepada pemimpin mereka di Padang Mahsyar?,664,142,806
1771,Ibrāhīm,21,Ibrāhīm:21,3,Bagaimana pemimpin orang kafir menjawab permintaan pengikutnya?,664,142,806
1771,Ibrāhīm,21,Ibrāhīm:21,4,Apa yang menyebabkan mereka tidak bisa menghindari azab Allah?,664,142,806
1771,Ibrāhīm,21,Ibrāhīm:21,5,Kapan semua makhluk akan berkumpul untuk mempertanggungjawabkan perbuatan?,664,142,806
1771,Ibrāhīm,21,Ibrāhīm:21,6,Siapa yang disebut sebagai orang yang sombong dalam tafsir ini?,664,142,806
1771,Ibrāhīm,21,Ibrāhīm:21,7,Mengapa mereka mengatakan sama saja mengeluh atau bersabar?,664,142,806
1772,Ibrāhīm,22,Ibrāhīm:22,1,Apa yang dikatakan setan setelah hisab selesai?,719,140,859
1772,Ibrāhīm,22,Ibrāhīm:22,2,Mengapa setan menyatakan tidak bisa menolong manusia dari siksa Allah?,719,140,859
1772,Ibrāhīm,22,Ibrāhīm:22,3,Bagaimana setan membenarkan dirinya atas kesesatan manusia?,719,140,859
1772,Ibrāhīm,22,Ibrāhīm:22,4,Siapa yang akan mendapat siksaan pedih menurut tafsir ini?,719,140,859
1772,Ibrāhīm,22,Ibrāhīm:22,5,Kapan setan mengakui janjinya adalah dusta?,719,140,859
1772,Ibrāhīm,22,Ibrāhīm:22,6,Apa perbedaan janji Allah dan janji setan dalam tafsir ini?,719,140,859
1772,Ibrāhīm,22,Ibrāhīm:22,7,"Mengapa manusia disuruh mencela diri sendiri, bukan setan?",719,140,859
1773,Ibrāhīm,23,Ibrāhīm:23,1,Apa yang terjadi pada orang kafir di hari Pembalasan?,563,113,676
1773,Ibrāhīm,23,Ibrāhīm:23,2,Mengapa penyesalan orang kafir tidak berguna lagi?,563,113,676
1773,Ibrāhīm,23,Ibrāhīm:23,3,Bagaimana cara orang beriman membuktikan keimanannya?,563,113,676
1773,Ibrāhīm,23,Ibrāhīm:23,4,Apa yang dialami orang beriman di surga?,563,113,676
1773,Ibrāhīm,23,Ibrāhīm:23,5,Siapa yang memberikan ucapan penghormatan 'salam' di surga?,563,113,676
1773,Ibrāhīm,23,Ibrāhīm:23,6,Mengapa orang beriman bisa kekal di surga?,563,113,676
1774,Ibrāhīm,24,Ibrāhīm:24,1,Apa perumpamaan yang Allah berikan untuk amal baik orang mukmin?,530,139,669
1774,Ibrāhīm,24,Ibrāhīm:24,2,Mengapa kalimat tauhid diibaratkan seperti pohon kurma?,530,139,669
1774,Ibrāhīm,24,Ibrāhīm:24,3,Bagaimana akar dan cabang pohon kurma menggambarkan kalimat yang baik?,530,139,669
1774,Ibrāhīm,24,Ibrāhīm:24,4,Apa perbedaan perumpamaan amal orang kafir dan mukmin dalam tafsir ini?,530,139,669
1774,Ibrāhīm,24,Ibrāhīm:24,5,Siapa yang dimaksud dengan orang mukmin dalam konteks ini?,530,139,669
1774,Ibrāhīm,24,Ibrāhīm:24,6,Bagaimana pohon kurma bisa menjadi contoh keteguhan iman?,530,139,669
1774,Ibrāhīm,24,Ibrāhīm:24,7,Mengapa penting merenungkan perumpamaan dalam ayat ini?,530,139,669
1775,Ibrāhīm,25,Ibrāhīm:25,1,Apa yang dimaksud dengan pohon keimanan dalam perumpamaan ini?,517,148,665
1775,Ibrāhīm,25,Ibrāhīm:25,2,Mengapa buah pohon itu dihasilkan setiap waktu dengan seizin Tuhan?,517,148,665
1775,Ibrāhīm,25,Ibrāhīm:25,3,Bagaimana cara agar akar keimanan bisa terpatri kuat di dada seorang mukmin?,517,148,665
1775,Ibrāhīm,25,Ibrāhīm:25,4,Apa hubungan antara cabang pohon dengan amal saleh yang dipersembahkan kepada Allah?,517,148,665
1775,Ibrāhīm,25,Ibrāhīm:25,5,Mengapa Allah membuat perumpamaan seperti ini untuk manusia?,517,148,665
1775,Ibrāhīm,25,Ibrāhīm:25,6,Bagaimana perumpamaan pohon ini mengingatkan kita pada kebesaran dan kekuasaan Allah?,517,148,665
1775,Ibrāhīm,25,Ibrāhīm:25,7,Apa manfaat dari selalu ingat akan kebesaran Allah dalam kehidupan sehari-hari?,517,148,665
1776,Ibrāhīm,26,Ibrāhīm:26,1,Apa perumpamaan kalimat buruk dalam tafsir ini?,532,98,630
1776,Ibrāhīm,26,Ibrāhīm:26,2,Mengapa pohon yang buruk diibaratkan mudah tercabut?,532,98,630
1776,Ibrāhīm,26,Ibrāhīm:26,3,Bagaimana kondisi orang kafir berdasarkan perumpamaan tersebut?,532,98,630
1776,Ibrāhīm,26,Ibrāhīm:26,4,Apa akibat dari tidak memiliki keyakinan yang kuat dalam hati?,532,98,630
1776,Ibrāhīm,26,Ibrāhīm:26,5,Mengapa amal orang kafir tidak diterima oleh Allah?,532,98,630
1777,Ibrāhīm,27,Ibrāhīm:27,1,Apa yang dimaksud dengan 'ucapan yang teguh' dalam tafsir ini?,522,120,642
1777,Ibrāhīm,27,Ibrāhīm:27,2,Mengapa Allah menyesatkan orang-orang yang zalim?,522,120,642
1777,Ibrāhīm,27,Ibrāhīm:27,3,Bagaimana cara Allah meneguhkan hati orang beriman?,522,120,642
1777,Ibrāhīm,27,Ibrāhīm:27,4,Siapa yang termasuk orang-orang yang beriman menurut tafsir ini?,522,120,642
1777,Ibrāhīm,27,Ibrāhīm:27,5,Kapan Allah memberikan keteguhan hati kepada orang beriman?,522,120,642
1777,Ibrāhīm,27,Ibrāhīm:27,6,Apa perbedaan antara orang mukmin dan orang yang ingkar dalam tafsir ini?,522,120,642
1778,Ibrāhīm,28,Ibrāhīm:28,1,Apa maksud Allah membiarkan sesat orang yang ingkar?,553,154,707
1778,Ibrāhīm,28,Ibrāhīm:28,2,Mengapa kesesatan orang kafir disebut akibat perbuatan mereka sendiri?,553,154,707
1778,Ibrāhīm,28,Ibrāhīm:28,3,Bagaimana contoh orang kafir menukar nikmat Allah dengan ingkar?,553,154,707
1778,Ibrāhīm,28,Ibrāhīm:28,4,Apa yang terjadi pada kaum yang diajak memusuhi Allah dan utusan-Nya?,553,154,707
1778,Ibrāhīm,28,Ibrāhīm:28,5,Mengapa Allah tidak dianggap sewenang-wenang dalam membiarkan kesesatan?,553,154,707
1778,Ibrāhīm,28,Ibrāhīm:28,6,Siapa yang dimaksud dengan orang-orang kafir dalam tafsir ini?,553,154,707
1778,Ibrāhīm,28,Ibrāhīm:28,7,Bagaimana kita bisa mengambil pelajaran dari kesudahan orang kafir?,553,154,707
1779,Ibrāhīm,29,Ibrāhīm:29,1,Apa yang dimaksud dengan lembah kebinasaan?,492,87,579
1779,Ibrāhīm,29,Ibrāhīm:29,2,Mengapa seseorang bisa masuk ke dalam neraka Jahanam?,492,87,579
1779,Ibrāhīm,29,Ibrāhīm:29,3,Bagaimana gambaran siksa di dalam neraka Jahanam?,492,87,579
1779,Ibrāhīm,29,Ibrāhīm:29,4,Siapa yang akan menghuni neraka Jahanam?,492,87,579
1779,Ibrāhīm,29,Ibrāhīm:29,5,Mengapa Jahanam disebut sebagai tempat kediaman terburuk?,492,87,579
1780,Ibrāhīm,30,Ibrāhīm:30,1,Apa yang dilakukan orang kafir terhadap berhala menurut teks ini?,571,99,670
1780,Ibrāhīm,30,Ibrāhīm:30,2,Mengapa orang kafir menyembah berhala?,571,99,670
1780,Ibrāhīm,30,Ibrāhīm:30,3,Bagaimana Nabi Muhammad diperintahkan untuk menyampaikan pesan kepada orang kafir?,571,99,670
1780,Ibrāhīm,30,Ibrāhīm:30,4,Apa konsekuensi bagi orang kafir di akhirat?,571,99,670
1780,Ibrāhīm,30,Ibrāhīm:30,5,Kapan dunia akan sirna menurut teks ini?,571,99,670
1781,Ibrāhīm,31,Ibrāhīm:31,1,Apa saja yang perlu dilakukan untuk menyempurnakan iman menurut tafsir ini?,566,150,716
1781,Ibrāhīm,31,Ibrāhīm:31,2,Mengapa infak harus dilakukan sebelum hari Kiamat?,566,150,716
1781,Ibrāhīm,31,Ibrāhīm:31,3,Bagaimana cara melaksanakan salat dengan aturan yang benar?,566,150,716
1781,Ibrāhīm,31,Ibrāhīm:31,4,Apa perbedaan antara infak sembunyi dan terang-terangan?,566,150,716
1781,Ibrāhīm,31,Ibrāhīm:31,5,Kapan waktu yang tepat untuk berinfak di jalan Allah?,566,150,716
1781,Ibrāhīm,31,Ibrāhīm:31,6,Siapa yang dimaksud dengan hamba-hamba Allah yang beriman dalam tafsir ini?,566,150,716
1781,Ibrāhīm,31,Ibrāhīm:31,7,Mengapa tidak ada lagi jual beli atau persahabatan yang menyelamatkan di hari Kiamat?,566,150,716
1782,Ibrāhīm,32,Ibrāhīm:32,1,Apa yang diciptakan Allah dari ketiadaan menurut tafsir ini?,604,108,712
1782,Ibrāhīm,32,Ibrāhīm:32,2,Mengapa Allah menurunkan hujan dari langit?,604,108,712
1782,Ibrāhīm,32,Ibrāhīm:32,3,Bagaimana air hujan mempengaruhi bumi yang semula mati?,604,108,712
1782,Ibrāhīm,32,Ibrāhīm:32,4,Siapa yang menundukkan kapal dan sungai untuk manusia?,604,108,712
1782,Ibrāhīm,32,Ibrāhīm:32,5,Apa manfaat sungai bagi manusia dan hewan ternak?,604,108,712
1782,Ibrāhīm,32,Ibrāhīm:32,6,Mengapa Allah menciptakan buah-buahan sebagai rezeki?,604,108,712
1783,Ibrāhīm,33,Ibrāhīm:33,1,Apa manfaat peredaran matahari dan bulan bagi manusia?,524,102,626
1783,Ibrāhīm,33,Ibrāhīm:33,2,Mengapa Allah menundukkan malam dan siang untuk kita?,524,102,626
1783,Ibrāhīm,33,Ibrāhīm:33,3,Bagaimana peran matahari dalam kehidupan sehari-hari di bumi?,524,102,626
1783,Ibrāhīm,33,Ibrāhīm:33,4,Apa hubungan antara malam dan aktivitas istirahat manusia?,524,102,626
1783,Ibrāhīm,33,Ibrāhīm:33,5,Mengapa bulan juga disebut bermanfaat seperti matahari?,524,102,626
1783,Ibrāhīm,33,Ibrāhīm:33,6,Bagaimana peredaran matahari dan bulan menunjukkan kekuasaan Allah?,524,102,626
1784,Ibrāhīm,34,Ibrāhīm:34,1,Apa saja nikmat yang diberikan Allah kepada manusia?,527,99,626
1784,Ibrāhīm,34,Ibrāhīm:34,2,Mengapa manusia tidak mampu menghitung nikmat Allah?,527,99,626
1784,Ibrāhīm,34,Ibrāhīm:34,3,Bagaimana sikap manusia terhadap nikmat Allah menurut teks tersebut?,527,99,626
1784,Ibrāhīm,34,Ibrāhīm:34,4,Mengapa ada manusia yang mengingkari nikmat Allah?,527,99,626
1784,Ibrāhīm,34,Ibrāhīm:34,5,Apa konsekuensi dari mengingkari nikmat Allah?,527,99,626
1784,Ibrāhīm,34,Ibrāhīm:34,6,Bagaimana cara mensyukuri nikmat Allah dalam kehidupan sehari-hari?,527,99,626
1785,Ibrāhīm,35,Ibrāhīm:35,1,Apa yang dimohonkan Nabi Ibrahim untuk anak cucunya?,523,112,635
